"date","avg_price","city","name","daily_av"
"2021-05-20",83.1432501834189,"brussels",NA,12.17
"2021-05-21",84.6865370506236,"brussels",NA,12.63
"2021-05-22",85.0221936903888,"brussels",NA,10.19
"2021-05-23",82.9895451210565,"brussels","Pentecost",11.81
"2021-05-24",82.9642333088775,"brussels","Pentecost Monday",10.62
"2021-05-25",82.9075568598679,"brussels",NA,9.77
"2021-05-26",82.8998532648569,"brussels",NA,11.23
"2021-05-27",82.9020542920029,"brussels",NA,11.02
"2021-05-28",84.1590242112986,"brussels",NA,12.4
"2021-05-29",84.4370873074101,"brussels",NA,14.23
"2021-05-30",82.9079236977256,"brussels",NA,15.08
"2021-05-31",83.0882245047689,"brussels",NA,17.48
"2021-06-01",83.3661041819516,"brussels",NA,18.85
"2021-06-02",83.7012105649303,"brussels",NA,20.17
"2021-06-03",83.8809611151871,"brussels",NA,20
"2021-06-04",85.2518341892883,"brussels",NA,18.27
"2021-06-05",85.4123257520176,"brussels",NA,14.21
"2021-06-06",83.4325018341893,"brussels",NA,16
"2021-06-07",83.7485326485693,"brussels",NA,16.77
"2021-06-08",83.803925165077,"brussels",NA,18.65
"2021-06-09",83.7855832721937,"brussels",NA,18.98
"2021-06-10",83.753301540719,"brussels",NA,19.79
"2021-06-11",85.182868672047,"brussels",NA,19.83
"2021-06-12",85.2967718268525,"brussels",NA,16.67
"2021-06-13",83.425165077036,"brussels","Father's Day",16.96
"2021-06-14",83.6670946441673,"brussels",NA,20.75
"2021-06-15",83.7087307410125,"brussels",NA,19.67
"2021-06-16",83.7151504035216,"brussels",NA,22.96
"2021-06-17",83.709280997799,"brussels",NA,24.12
"2021-06-18",85.1762655906089,"brussels",NA,23.44
"2021-06-19",85.281914893617,"brussels",NA,18.75
"2021-06-20",83.3514306676449,"brussels",NA,19.83
"2021-06-21",83.6535216434336,"brussels","June Solstice",15.62
"2021-06-22",83.7221203228173,"brussels",NA,13.17
"2021-06-23",83.7298239178283,"brussels",NA,13.6
"2021-06-24",83.7800807043287,"brussels",NA,15.5
"2021-06-25",85.4213132795305,"brussels",NA,15.23
"2021-06-26",85.4970652971387,"brussels",NA,18.1
"2021-06-27",83.3655539251651,"brussels",NA,19.25
"2021-06-28",83.6555392516508,"brussels",NA,18.94
"2021-06-29",83.6758987527513,"brussels",NA,18.15
"2021-06-30",83.6924064563463,"brussels",NA,13.33
"2021-07-01",84.3402421129861,"brussels",NA,13.9
"2021-07-02",85.7131327953045,"brussels",NA,17.5
"2021-07-03",86.0238444607484,"brussels",NA,17.67
"2021-07-04",84.4150770359501,"brussels",NA,17.35
"2021-07-05",84.6441672780631,"brussels",NA,16.83
"2021-07-06",84.1590242112986,"brussels",NA,17.13
"2021-07-07",84.2617388114453,"brussels",NA,17.75
"2021-07-08",84.2540352164343,"brussels",NA,17.73
"2021-07-09",85.1379310344828,"brussels",NA,17.4
"2021-07-10",85.2736610418195,"brussels",NA,16.88
"2021-07-11",83.9370873074101,"brussels","Day of the Flemish Community",17.02
"2021-07-12",84.1370139398386,"brussels",NA,18.58
"2021-07-13",84.1472853998533,"brussels",NA,17.17
"2021-07-14",84.45597945708,"brussels",NA,16.17
"2021-07-15",86.5042186353632,"brussels",NA,15.98
"2021-07-16",86.8453778429934,"brussels",NA,16.27
"2021-07-17",86.5750183418929,"brussels",NA,19.1
"2021-07-18",85.9697358767425,"brussels",NA,20.48
"2021-07-19",84.6575568598679,"brussels",NA,19.6
"2021-07-20",84.7584372707263,"brussels",NA,18.77
"2021-07-21",85.0981291269259,"brussels","Belgian National Day",19.5
"2021-07-22",86.2105649303008,"brussels",NA,19.35
"2021-07-23",86.9332355099046,"brussels",NA,18.42
"2021-07-24",87.0948275862069,"brussels",NA,18
"2021-07-25",86.4631327953045,"brussels",NA,18.73
"2021-07-26",84.4774394717535,"brussels",NA,18.33
"2021-07-27",84.4860601614087,"brussels",NA,18.12
"2021-07-28",84.1414159941306,"brussels",NA,18
"2021-07-29",84.1467351430668,"brussels",NA,17.5
"2021-07-30",85.040719002201,"brussels",NA,17.69
"2021-07-31",85.1707630227439,"brussels",NA,16.48
"2021-08-01",83.7602714600147,"brussels",NA,15.46
"2021-08-02",84.0005502567865,"brussels",NA,15.42
"2021-08-03",84.0106382978723,"brussels",NA,15.88
"2021-08-04",84.0102714600147,"brussels",NA,16.79
"2021-08-05",84.0269625825385,"brussels",NA,18.98
"2021-08-06",84.9787234042553,"brussels",NA,17.54
"2021-08-07",85.1124358033749,"brussels",NA,16.65
"2021-08-08",83.747798972854,"brussels",NA,15.5
"2021-08-09",83.811628760088,"brussels",NA,15.96
"2021-08-10",83.8349229640499,"brussels",NA,16.35
"2021-08-11",83.8554658840792,"brussels",NA,17.31
"2021-08-12",84.1962582538518,"brussels",NA,19.75
"2021-08-13",84.8888481291269,"brussels",NA,19
"2021-08-14",85.04402054292,"brussels",NA,18.46
"2021-08-15",83.6179383712399,"brussels","Assumption of Mary",20.19
"2021-08-16",83.8367571533382,"brussels",NA,14.92
"2021-08-17",83.8521643433602,"brussels",NA,13.77
"2021-08-18",83.8444607483492,"brussels",NA,16.9
"2021-08-19",83.8369405722671,"brussels",NA,16.83
"2021-08-20",84.512105649303,"brussels",NA,18.1
"2021-08-21",84.6526045487894,"brussels",NA,19.27
"2021-08-22",83.2608217168012,"brussels",NA,17.15
"2021-08-23",83.6285766691122,"brussels",NA,17.31
"2021-08-24",83.6537050623624,"brussels",NA,16.31
"2021-08-25",83.6865370506236,"brussels",NA,15.94
"2021-08-26",84.050623624358,"brussels",NA,15.65
"2021-08-27",84.6353631694791,"brussels",NA,15.33
"2021-08-28",84.8030080704329,"brussels",NA,16.33
"2021-08-29",83.7571533382245,"brussels",NA,15.15
"2021-08-30",84.0471386647102,"brussels",NA,17.1
"2021-08-31",83.8609684519442,"brussels",NA,16.77
"2021-09-01",83.9185619955979,"brussels",NA,16.02
"2021-09-02",84.255502567865,"brussels",NA,16.58
"2021-09-03",84.8255685986794,"brussels",NA,17.44
"2021-09-04",84.8595011005136,"brussels",NA,15.81
"2021-09-05",83.7454145267792,"brussels",NA,18.12
"2021-09-06",84.2171680117388,"brussels",NA,18.6
"2021-09-07",84.1584739545121,"brussels",NA,19.77
"2021-09-08",84.2035950110051,"brussels",NA,20.9
"2021-09-09",84.274211298606,"brussels",NA,20.58
"2021-09-10",84.9027879677183,"brussels",NA,18.9
"2021-09-11",84.9521276595745,"brussels",NA,17
"2021-09-12",84.1758987527513,"brussels",NA,15.83
"2021-09-13",84.5315480557594,"brussels",NA,15.71
"2021-09-14",84.299523110785,"brussels",NA,17.62
"2021-09-15",84.286316947909,"brussels",NA,17.42
"2021-09-16",84.3081438004402,"brussels",NA,15.67
"2021-09-17",84.9029713866471,"brussels",NA,16.42
"2021-09-18",84.9568965517241,"brussels",NA,16.98
"2021-09-19",84.1417828319883,"brussels","Day of the Walloon Region",16.02
"2021-09-20",90.5808877476155,"brussels",NA,13.79
"2021-09-21",91.4200293470286,"brussels",NA,12.19
"2021-09-22",91.5443873807777,"brussels","September Equinox",13.23
"2021-09-23",90.8154805575935,"brussels",NA,15.21
"2021-09-24",86.6344460748349,"brussels",NA,16.75
"2021-09-25",85.803925165077,"brussels",NA,16.58
"2021-09-26",84.9005869405723,"brussels",NA,17.67
"2021-09-27",84.3352898019076,"brussels","French Community Holiday",15.42
"2021-09-28",84.6661775495231,"brussels",NA,13.44
"2021-09-29",84.691672780631,"brussels",NA,11.88
"2021-09-30",84.6714966984593,"brussels",NA,11.15
"2021-10-01",87.1333455612619,"brussels",NA,13.33
"2021-10-02",87.2199192956713,"brussels",NA,14.27
"2021-10-03",85.9392883345561,"brussels",NA,12.87
"2021-10-04",86.6582905355833,"brussels",NA,13.2
"2021-10-05",86.6986426999266,"brussels",NA,12.49
"2021-10-06",86.7887013939839,"brussels",NA,11.35
"2021-10-07",86.4202127659574,"brussels",NA,12.19
"2021-10-08",86.9530447542186,"brussels",NA,9.98
"2021-10-09",87.039618488628,"brussels",NA,10.81
"2021-10-10",85.8534482758621,"brussels",NA,10.19
"2021-10-11",86.5873074101247,"brussels",NA,11.48
"2021-10-12",86.5790535583272,"brussels",NA,10.4
"2021-10-13",86.5689655172414,"brussels",NA,9.73
"2021-10-14",86.4939471753485,"brussels",NA,11.24
"2021-10-15",87.6485693323551,"brussels",NA,10.98
"2021-10-16",87.708180484226,"brussels",NA,7.92
"2021-10-17",86.0797872340426,"brussels",NA,9.92
"2021-10-18",86.9352531181218,"brussels",NA,11.92
"2021-10-19",86.9783565663977,"brussels",NA,16.48
"2021-10-20",86.6124358033749,"brussels",NA,16.15
"2021-10-21",86.5847395451211,"brussels",NA,9.42
"2021-10-22",86.8461115187087,"brussels",NA,8.65
"2021-10-23",86.8926999266324,"brussels",NA,9.33
"2021-10-24",85.8596845194424,"brussels",NA,8.83
"2021-10-25",85.9174614820249,"brussels",NA,10.62
"2021-10-26",86.3059427732942,"brussels",NA,11.94
"2021-10-27",85.9631327953045,"brussels",NA,13
"2021-10-28",86.7659574468085,"brussels",NA,12.21
"2021-10-29",88.0574101247249,"brussels",NA,13.27
"2021-10-30",87.7806309611152,"brussels",NA,12.48
"2021-10-31",86.4642333088775,"brussels","Halloween",12.29
"2021-11-01",85.795121056493,"brussels","All Saints' Day",9.6
"2021-11-02",85.9587307410125,"brussels","All Souls' Day",7.48
"2021-11-03",85.9552457813646,"brussels",NA,6
"2021-11-04",85.9446074834923,"brussels",NA,6.96
"2021-11-05",86.9822083639032,"brussels",NA,8.02
"2021-11-06",87.0366837857667,"brussels",NA,7.87
"2021-11-07",85.9684519442406,"brussels",NA,9.77
"2021-11-08",85.9337857666911,"brussels",NA,7.42
"2021-11-09",85.9534115920763,"brussels",NA,6.54
"2021-11-10",85.9607483492296,"brussels",NA,5.23
"2021-11-11",85.9871606749817,"brussels","Armistice Day",6.42
"2021-11-12",86.7320249449743,"brussels",NA,7.08
"2021-11-13",86.7877842993397,"brussels",NA,10.69
"2021-11-14",85.9981658107117,"brussels",NA,8.69
"2021-11-15",86.2909024211299,"brussels","Day of the German-speaking Community",6.12
"2021-11-15",86.2909024211299,"brussels","King's Feast",6.12
"2021-11-16",86.6593910491563,"brussels",NA,5.13
"2021-11-17",86.6676449009538,"brussels",NA,7.42
"2021-11-18",86.3121790168745,"brussels",NA,8.29
"2021-11-19",87.2223037417461,"brussels",NA,10.77
"2021-11-20",87.26100513573,"brussels",NA,8.9
"2021-11-21",85.3195157740279,"brussels",NA,6.58
"2021-11-22",85.6146368305209,"brussels",NA,3.46
"2021-11-23",85.9510271460015,"brussels",NA,4.17
"2021-11-24",85.6333455612619,"brussels",NA,5.98
"2021-11-25",85.6375641966251,"brussels",NA,4.94
"2021-11-26",87.0420029347029,"brussels",NA,4.13
"2021-11-27",87.1082171680117,"brussels",NA,2.65
"2021-11-28",85.6757153338225,"brussels",NA,3.04
"2021-11-29",85.9336023477623,"brussels",NA,3.02
"2021-11-30",86.2991562729274,"brussels",NA,7.94
"2021-12-01",86.2239545121056,"brussels",NA,7.79
"2021-12-02",86.9750550256787,"brussels",NA,2.29
"2021-12-03",89.2298239178283,"brussels",NA,3.31
"2021-12-04",89.3008070432869,"brussels",NA,4.75
"2021-12-05",86.6300440205429,"brussels",NA,3.77
"2021-12-06",86.9334189288335,"brussels","Saint Nicholas' Day",2.44
"2021-12-07",86.951577402788,"brussels",NA,4.6
"2021-12-08",86.8340058694057,"brussels",NA,5.23
"2021-12-09",86.8299706529714,"brussels",NA,3.65
"2021-12-10",88.5515407190022,"brussels",NA,2.27
"2021-12-11",88.6173881144534,"brussels",NA,4.79
"2021-12-12",86.514306676449,"brussels",NA,8.46
"2021-12-13",86.8752751283933,"brussels",NA,8.79
"2021-12-14",86.9110418195158,"brussels",NA,8.02
"2021-12-15",86.9304842259721,"brussels",NA,8.81
"2021-12-16",86.9666177549523,"brussels",NA,8.29
"2021-12-17",88.6718635363169,"brussels",NA,5.4
"2021-12-18",88.770909757887,"brussels",NA,6.44
"2021-12-19",86.689471753485,"brussels",NA,5.81
"2021-12-20",87.061628760088,"brussels",NA,4.87
"2021-12-21",87.0687820983125,"brussels","December Solstice",-1.15
"2021-12-22",87.1129860601614,"brussels",NA,-1.48
"2021-12-23",88.7329420396185,"brussels",NA,3.27
"2021-12-24",91.2089141599413,"brussels","Christmas Eve",8.02
"2021-12-25",91.2437637564197,"brussels","Christmas Day",2.87
"2021-12-26",92.7212032281732,"brussels",NA,3.94
"2021-12-27",93.8283198826119,"brussels",NA,8.6
"2021-12-28",94.215884079237,"brussels",NA,9.73
"2021-12-29",94.2439471753485,"brussels",NA,10.58
"2021-12-30",94.703778429934,"brussels",NA,13.81
"2021-12-31",95.780814380044,"brussels","New Year's Eve",12.96
"2022-01-01",92.3947175348496,"brussels",NA,12.23
"2022-01-02",90.6823184152605,"brussels",NA,11.92
"2022-01-03",89.708180484226,"brussels",NA,9.46
"2022-01-04",89.4822083639032,"brussels",NA,6.65
"2022-01-05",89.4789068231841,"brussels",NA,3.94
"2022-01-06",89.4822083639032,"brussels",NA,3.67
"2022-01-07",90.563829787234,"brussels",NA,3.96
"2022-01-08",90.5333822450477,"brussels",NA,4.19
"2022-01-09",89.3771093176816,"brussels",NA,4.12
"2022-01-10",89.3184152604549,"brussels",NA,0.08
"2022-01-11",89.3263022743947,"brussels",NA,1.88
"2022-01-12",89.3384079236977,"brussels",NA,2.69
"2022-01-13",89.3259354365371,"brussels",NA,2.02
"2022-01-14",90.4154438738078,"brussels",NA,3.58
"2022-01-15",90.4679016874541,"brussels",NA,2.4
"2022-01-16",89.3769258987527,"brussels",NA,3.42
"2022-01-17",89.3793103448276,"brussels",NA,6.15
"2022-01-18",89.3884812912693,"brussels",NA,4.92
"2022-01-19",89.3862802641233,"brussels",NA,3.77
"2022-01-20",89.3699559794571,"brussels",NA,3.6
"2022-01-21",90.3978356566398,"brussels",NA,3.31
"2022-01-22",90.4347028613353,"brussels",NA,5.1
"2022-01-23",89.2828319882612,"brussels",NA,4.87
"2022-01-24",89.2947542186354,"brussels",NA,3.17
"2022-01-25",89.3088774761555,"brussels",NA,1
"2022-01-26",89.3119955979457,"brussels",NA,2.56
"2022-01-27",89.3198826118855,"brussels",NA,6.21
"2022-01-28",90.4200293470286,"brussels",NA,4.71
"2022-01-29",90.4677182685253,"brussels",NA,8.62
"2022-01-30",89.302824651504,"brussels",NA,5.19
"2022-01-31",89.3000733675715,"brussels",NA,5.15
"2022-02-01",89.3736243580338,"brussels",NA,6.94
"2022-02-02",89.3257520176082,"brussels",NA,8.79
"2022-02-03",89.2615553925165,"brussels",NA,7.27
"2022-02-04",90.5095377842993,"brussels",NA,6.52
"2022-02-05",90.6254585473221,"brussels",NA,5.56
"2022-02-06",89.4070066030814,"brussels",NA,7.46
"2022-02-07",89.6819515774028,"brussels",NA,5.54
"2022-02-08",89.6540719002201,"brussels",NA,9
"2022-02-09",89.6548055759354,"brussels",NA,9.1
"2022-02-10",89.768708730741,"brussels",NA,5.83
"2022-02-11",90.5491562729274,"brussels",NA,3.71
"2022-02-12",90.6118855465884,"brussels",NA,2.81
"2022-02-13",89.6713132795305,"brussels",NA,6.83
"2022-02-14",89.6537050623624,"brussels",NA,8.96
"2022-02-15",89.6762655906089,"brussels",NA,7.5
"2022-02-16",89.713683052091,"brussels",NA,11.52
"2022-02-17",89.7501834189288,"brussels",NA,9.88
"2022-02-18",90.6617754952311,"brussels",NA,9.15
"2022-02-19",90.702677916361,"brussels",NA,6.33
"2022-02-20",89.7564196625092,"brussels",NA,9.08
"2022-02-21",89.7410124724872,"brussels",NA,6.42
"2022-02-22",89.755502567865,"brussels",NA,7.36
"2022-02-23",89.755502567865,"brussels",NA,7.58
"2022-02-24",89.7655906089508,"brussels",NA,6.25
"2022-02-25",90.8512472487161,"brussels",NA,4.52
"2022-02-26",91.0225605282465,"brussels",NA,3.23
"2022-02-27",89.8274027879677,"brussels",NA,4.44
"2022-02-28",89.789618488628,"brussels",NA,4.75
"2022-03-01",89.8231841526046,"brussels",NA,6.02
"2022-03-02",89.7646735143067,"brussels",NA,NA
"2022-03-03",89.7375275128393,"brussels",NA,NA
"2022-03-04",90.8666544387381,"brussels",NA,NA
"2022-03-05",90.9836757153338,"brussels",NA,NA
"2022-03-06",89.780814380044,"brussels",NA,NA
"2022-03-07",89.7254218635363,"brussels",NA,NA
"2022-03-08",89.7454145267792,"brussels",NA,NA
"2022-03-09",89.742296404989,"brussels",NA,NA
"2022-03-10",89.7518341892883,"brussels",NA,NA
"2022-03-11",90.8912325752018,"brussels",NA,NA
"2022-03-12",90.9594644167278,"brussels",NA,NA
"2022-03-13",89.7648569332355,"brussels",NA,NA
"2022-03-14",89.7615553925165,"brussels",NA,NA
"2022-03-15",89.784115920763,"brussels",NA,NA
"2022-03-16",89.7817314746882,"brussels",NA,NA
"2022-03-17",90.6362088535755,"brussels",NA,NA
"2022-03-18",87.5619480867006,"brussels",NA,NA
"2022-03-19",76.8009852216749,"brussels",NA,NA
"2021-03-18",86.4852440408627,"brussels",NA,4.56
"2022-03-20",75.8146551724138,"brussels",NA,NA
"2022-03-21",79.5,"brussels",NA,NA
"2022-03-22",60.5,"brussels",NA,NA
"2022-03-23",60.4705882352941,"brussels",NA,NA
"2022-03-24",60.5882352941176,"brussels",NA,NA
"2022-03-25",60.5294117647059,"brussels",NA,NA
"2022-03-26",60.5588235294118,"brussels",NA,NA
"2022-03-27",60.4705882352941,"brussels",NA,NA
"2022-03-28",60.4705882352941,"brussels",NA,NA
"2022-03-29",60.4411764705882,"brussels",NA,NA
"2022-03-30",60.4411764705882,"brussels",NA,NA
"2022-03-31",70,"brussels",NA,NA
"2021-03-17",61.2289156626506,"brussels",NA,5.37
"2021-03-28",1101.27307821417,"copenhagen","Palm Sunday",6.04
"2021-03-29",1079.55301031422,"copenhagen",NA,8.96
"2021-03-30",1071.92815929404,"copenhagen",NA,11.23
"2021-03-31",1070.68991198375,"copenhagen",NA,8.75
"2021-04-01",1074.38714768884,"copenhagen","Maundy Thursday",6.21
"2021-04-02",1088.47090602138,"copenhagen","Good Friday",5.83
"2021-04-03",1089.61361845808,"copenhagen",NA,4.58
"2021-04-04",1073.48002250985,"copenhagen","Easter",5.02
"2021-04-05",1072.97670230726,"copenhagen","Easter Monday",3.55
"2021-04-06",1072.87732132808,"copenhagen",NA,3.19
"2021-04-07",1073.68598761958,"copenhagen",NA,4.42
"2021-04-08",1076.28429938098,"copenhagen",NA,4.65
"2021-04-09",1090.56713562183,"copenhagen",NA,5.85
"2021-04-10",1092.1153629713,"copenhagen",NA,4.67
"2021-04-11",1075.82172200338,"copenhagen",NA,4.82
"2021-04-12",1076.41834552617,"copenhagen",NA,5.1
"2021-04-13",1076.0863252673,"copenhagen",NA,5.12
"2021-04-14",1076.50827236916,"copenhagen",NA,4.9
"2021-04-15",1078.26460326393,"copenhagen",NA,6.62
"2021-04-16",1092.5240292628,"copenhagen",NA,7.5
"2021-04-17",1092.68790095667,"copenhagen",NA,9.04
"2021-04-18",1076.48441193022,"copenhagen",NA,9.31
"2021-04-19",1075.85199774902,"copenhagen",NA,10.25
"2021-04-20",1076.18897017445,"copenhagen",NA,10.29
"2021-04-21",1076.42982554868,"copenhagen",NA,8
"2021-04-22",1078.89836803602,"copenhagen",NA,7.46
"2021-04-23",1092.69206527856,"copenhagen",NA,7.42
"2021-04-24",1092.92594259989,"copenhagen",NA,6.06
"2021-04-25",1076.46764209342,"copenhagen",NA,5.44
"2021-04-26",1076.08655036579,"copenhagen",NA,4.87
"2021-04-27",1076.12976927406,"copenhagen",NA,5.69
"2021-04-28",1076.38716938661,"copenhagen",NA,7.69
"2021-04-29",1079.39864940912,"copenhagen",NA,7.73
"2021-04-30",1096.81024198087,"copenhagen","General Prayer Day",7.79
"2021-05-01",1104.82948790096,"copenhagen","International Workers' Day",7.94
"2021-05-02",1087.56691052335,"copenhagen",NA,7.98
"2021-05-03",1086.87191896455,"copenhagen",NA,7.33
"2021-05-04",1087.27923466517,"copenhagen",NA,7.42
"2021-05-05",1087.47394485087,"copenhagen","Liberation Day",7.24
"2021-05-06",1091.24704558244,"copenhagen",NA,6.35
"2021-05-07",1105.06888013506,"copenhagen",NA,6.19
"2021-05-08",1105.45379853686,"copenhagen",NA,7.98
"2021-05-09",1088.34732695554,"copenhagen","Mother's Day",12.54
"2021-05-10",1085.22442318514,"copenhagen",NA,15.44
"2021-05-11",1085.74563871694,"copenhagen",NA,13.77
"2021-05-12",1086.42712436691,"copenhagen",NA,13.8
"2021-05-13",1091.2156443444,"copenhagen","Feast of the Ascension of Jesus Christ",12.91
"2021-05-14",1105.82183455262,"copenhagen",NA,12.2
"2021-05-15",1106.20292628025,"copenhagen",NA,10.06
"2021-05-16",1087.13843556556,"copenhagen",NA,10.94
"2021-05-17",1086.72132808104,"copenhagen",NA,11.56
"2021-05-18",1086.76893640968,"copenhagen",NA,12
"2021-05-19",1087.01845807541,"copenhagen",NA,11.9
"2021-05-20",1090.63837929094,"copenhagen",NA,10.37
"2021-05-21",1105.51029825549,"copenhagen",NA,11.15
"2021-05-22",1106.08542487338,"copenhagen",NA,11.53
"2021-05-23",1087.85931344963,"copenhagen","Pentecost",10.19
"2021-05-24",1087.6770962296,"copenhagen","Pentecost Monday",12.77
"2021-05-25",1087.73055711874,"copenhagen",NA,11.15
"2021-05-26",1088.06752954418,"copenhagen",NA,9.9
"2021-05-27",1091.86741699494,"copenhagen",NA,11.56
"2021-05-28",1105.89758019133,"copenhagen",NA,12.96
"2021-05-29",1107.73652222847,"copenhagen",NA,12.5
"2021-05-30",1088.87371975239,"copenhagen",NA,13.04
"2021-05-31",1090.20709060214,"copenhagen",NA,16.44
"2021-06-01",1101.47844682048,"copenhagen",NA,14.35
"2021-06-02",1108.72279122116,"copenhagen",NA,14.46
"2021-06-03",1115.34124929657,"copenhagen",NA,16.85
"2021-06-04",1129.278221722,"copenhagen",NA,16.08
"2021-06-05",1129.43624085537,"copenhagen","Constitution Day",17.54
"2021-06-05",1129.43624085537,"copenhagen","Father's Day",17.54
"2021-06-06",1110.6910523354,"copenhagen",NA,19.58
"2021-06-07",1110.79729881823,"copenhagen",NA,18.6
"2021-06-08",1111.45740011255,"copenhagen",NA,17.4
"2021-06-09",1111.80821609454,"copenhagen",NA,18.71
"2021-06-10",1121.58559369724,"copenhagen",NA,18.56
"2021-06-11",1143.614518852,"copenhagen",NA,19.6
"2021-06-12",1145.21238041643,"copenhagen",NA,16.31
"2021-06-13",1120.74732695554,"copenhagen",NA,15.73
"2021-06-14",1119.97782779966,"copenhagen",NA,17.27
"2021-06-15",1120.50906021384,"copenhagen",NA,16.04
"2021-06-16",1124.48193584693,"copenhagen",NA,16.52
"2021-06-17",1131.31795160383,"copenhagen",NA,20.94
"2021-06-18",1141.84130557119,"copenhagen",NA,23.38
"2021-06-19",1140.42453573438,"copenhagen",NA,23.29
"2021-06-20",1122.19898705684,"copenhagen",NA,20.62
"2021-06-21",1124.40270118177,"copenhagen","June Solstice",16.38
"2021-06-22",1120.90872256612,"copenhagen",NA,16.5
"2021-06-23",1118.75723128869,"copenhagen",NA,17.1
"2021-06-24",1122.68992684299,"copenhagen",NA,17.66
"2021-06-25",1139.00135059088,"copenhagen",NA,16.83
"2021-06-26",1139.48745075971,"copenhagen",NA,18.15
"2021-06-27",1123.72965672482,"copenhagen",NA,18
"2021-06-28",1127.04006752954,"copenhagen",NA,19.1
"2021-06-29",1117.39684862127,"copenhagen",NA,21.02
"2021-06-30",1118.77647720878,"copenhagen",NA,18.77
"2021-07-01",1127.11063590321,"copenhagen",NA,17.23
"2021-07-02",1143.39617332583,"copenhagen",NA,18.62
"2021-07-03",1142.65661226787,"copenhagen",NA,20.53
"2021-07-04",1121.53472144063,"copenhagen",NA,19.63
"2021-07-05",1118.66347777153,"copenhagen",NA,19.71
"2021-07-06",1113.1600450197,"copenhagen",NA,19.27
"2021-07-07",1113.08891389983,"copenhagen",NA,18.71
"2021-07-08",1117.94226223973,"copenhagen",NA,20.08
"2021-07-09",1131.99144625774,"copenhagen",NA,19.38
"2021-07-10",1132.44254361283,"copenhagen",NA,16.88
"2021-07-11",1111.24704558244,"copenhagen",NA,18.52
"2021-07-12",1110.00956668542,"copenhagen",NA,21.25
"2021-07-13",1109.65143500281,"copenhagen",NA,21.98
"2021-07-14",1110.14203714125,"copenhagen",NA,23.75
"2021-07-15",1114.78334271244,"copenhagen",NA,23.87
"2021-07-16",1128.25030951041,"copenhagen",NA,24.96
"2021-07-17",1128.52515475521,"copenhagen",NA,22.59
"2021-07-18",1110.19988745076,"copenhagen",NA,19.15
"2021-07-19",1110.0997186269,"copenhagen",NA,18.6
"2021-07-20",1110.05537422622,"copenhagen",NA,18.27
"2021-07-21",1110.11997749015,"copenhagen",NA,17.94
"2021-07-22",1115.31378728194,"copenhagen",NA,17.79
"2021-07-23",1129.6312886888,"copenhagen",NA,18.83
"2021-07-24",1131.22363534046,"copenhagen",NA,20.7
"2021-07-25",1114.76420934159,"copenhagen",NA,22.19
"2021-07-26",1114.47462014631,"copenhagen",NA,22.88
"2021-07-27",1114.21271806415,"copenhagen",NA,21.35
"2021-07-28",1114.45717501407,"copenhagen",NA,20.27
"2021-07-29",1119.04603263928,"copenhagen",NA,17.77
"2021-07-30",1132.88564997186,"copenhagen",NA,18.53
"2021-07-31",1132.45436128306,"copenhagen",NA,17.65
"2021-08-01",1113.32166572876,"copenhagen",NA,17.75
"2021-08-02",1114.38840742825,"copenhagen",NA,17.19
"2021-08-03",1114.44625773776,"copenhagen",NA,16.44
"2021-08-04",1115.22689926843,"copenhagen",NA,16.73
"2021-08-05",1120.19696117051,"copenhagen",NA,17.67
"2021-08-06",1134.45987619584,"copenhagen",NA,18.29
"2021-08-07",1134.28722566123,"copenhagen",NA,17.79
"2021-08-08",1115.51975239167,"copenhagen",NA,18.19
"2021-08-09",1114.72605514913,"copenhagen",NA,16.72
"2021-08-10",1114.87079347214,"copenhagen",NA,16.21
"2021-08-11",1114.95970737198,"copenhagen",NA,17.65
"2021-08-12",1123.65256049522,"copenhagen",NA,18.46
"2021-08-13",1137.44918401801,"copenhagen",NA,20.04
"2021-08-14",1138.03466516601,"copenhagen",NA,17.27
"2021-08-15",1118.64164321891,"copenhagen",NA,18.12
"2021-08-16",1119.13179516038,"copenhagen",NA,15.21
"2021-08-17",1119.54068655037,"copenhagen",NA,14.67
"2021-08-18",1120.39200900394,"copenhagen",NA,15.81
"2021-08-19",1126.96938660664,"copenhagen",NA,16.15
"2021-08-20",1143.95520540236,"copenhagen",NA,15.71
"2021-08-21",1143.78390545864,"copenhagen",NA,14.31
"2021-08-22",1122.32875633089,"copenhagen",NA,15.56
"2021-08-23",1118.04839617333,"copenhagen",NA,16.17
"2021-08-24",1112.82183455262,"copenhagen",NA,15.33
"2021-08-25",1112.85188519977,"copenhagen",NA,16.44
"2021-08-26",1117.1773776027,"copenhagen",NA,14.35
"2021-08-27",1132.42239729882,"copenhagen",NA,15.53
"2021-08-28",1131.88778840743,"copenhagen",NA,14.92
"2021-08-29",1112.38987056837,"copenhagen",NA,17.23
"2021-08-30",1111.71930219471,"copenhagen",NA,17.38
"2021-08-31",1109.8695554305,"copenhagen",NA,17.85
"2021-09-01",1103.71176139561,"copenhagen",NA,17.88
"2021-09-02",1107.82982554868,"copenhagen",NA,17.69
"2021-09-03",1123.24333145751,"copenhagen",NA,17
"2021-09-04",1123.42926280248,"copenhagen",NA,15.27
"2021-09-05",1103.90602138436,"copenhagen",NA,14.52
"2021-09-06",1103.24209341587,"copenhagen",NA,15.27
"2021-09-07",1103.20427687113,"copenhagen",NA,15.82
"2021-09-08",1104.029037704,"copenhagen",NA,18.27
